,UPC,Banner,Kansas,New York,Northern California,Texas,Average_Price,Std
1929,353626798,No Store,66.19,66.19,66.19,66.19,66.19,0.0
1930,353626798,Safeway,58.19,68.19,61.69,58.69,61.69,3.984344362627307
1931,353626798,Trader Joes,55.89,55.89,55.89,55.89,55.89,0.0
1932,353626798,Walmart,58.08,54.61,61.55,58.08,58.08,2.453660530717319
1933,353626798,Wegmans,56.39,56.69,56.69,56.99,56.69,0.21213203435596475
1934,353626798,Whole Foods,1.99,64.09,72.19,62.19,50.115,28.037597525465692
1935,376311065,No Store,3.79,3.59,3.99,3.79,3.79,0.14142135623730964
1936,376311065,Safeway,3.49,3.49,3.49,3.49,3.49,0.0
1937,376311065,Trader Joes,3.39,3.39,3.39,3.39,3.39,0.0
1938,376311065,Walmart,3.26,3.31,3.73,3.25,3.3875,0.19904459299363048
1939,376311065,Wegmans,3.4400000000000004,3.49,3.4400000000000004,3.39,3.44,0.03535533905932741
1940,376311065,Whole Foods,1.99,3.89,4.29,3.69,3.465,0.8785641695402789
1941,154602616,No Store,28.49,28.49,28.49,28.49,28.49,0.0
1942,154602616,Safeway,27.29,32.09,28.99,27.59,28.99,1.9013153341831561
1943,154602616,Trader Joes,28.39,28.39,30.49,26.29,28.39,1.4849242404917495
1944,154602616,Walmart,26.95,26.95,28.97,24.93,26.95,1.4283556979968257
1945,154602616,Wegmans,27.189999999999998,27.59,27.189999999999998,26.79,27.189999999999998,0.2828427124746193
1946,154602616,Whole Foods,1.99,30.09,20.423333333333332,29.19,20.423333333333332,11.292549166006172
1947,622287285,Safeway,3.09,3.09,3.09,3.09,3.09,0.0
1948,622287285,Trader Joes,3.1900000000000004,3.1900000000000004,3.39,2.99,3.1900000000000004,0.14142135623730948
1949,622287285,Walmart,3.0366666666666666,2.95,3.35,2.81,3.036666666666667,0.198158185969358
1950,622287285,Wegmans,3.04,3.09,3.04,2.99,3.04,0.03535533905932725
1951,622287285,Whole Foods,1.99,3.39,2.89,3.29,2.89,0.552268050859363
1952,376851918,No Store,39.64,37.89,41.39,39.64,39.64,1.2374368670764582
1953,376851918,Safeway,36.39,36.59,36.59,36.79,36.59,0.141421356237309
1954,376851918,Trader Joes,35.49,35.99,35.49,34.99,35.49,0.3535533905932738
1955,376851918,Walmart,35.32333333333334,34.2,38.53,33.24,35.32333333333334,1.992791174876752
1956,376851918,Wegmans,36.239999999999995,36.79,36.239999999999995,35.69,36.239999999999995,0.38890872965260165
1957,376851918,Whole Foods,1.99,40.09,26.99,38.89,26.990000000000002,15.315188539485893
1958,690451660,No Store,22.89,22.89,22.89,22.89,22.89,0.0
1959,690451660,Safeway,21.99,22.14,22.14,22.29,22.14,0.10606601717798238
1960,690451660,Trader Joes,21.490000000000002,21.79,21.490000000000002,21.19,21.490000000000002,0.2121320343559635
1961,690451660,Walmart,19.94,20.75,23.37,21.353333333333335,21.353333333333335,1.2677210523875775
1962,690451660,Wegmans,21.939999999999998,22.29,21.939999999999998,21.59,21.939999999999998,0.24748737341529137
1963,690451660,Whole Foods,1.99,24.29,27.39,23.59,19.314999999999998,10.104299827301247
1964,805082512,No Store,16.79,16.79,16.79,16.79,16.79,0.0
1965,805082512,Safeway,16.09,18.89,17.09,16.29,17.09,1.1045361017187265
1966,805082512,Trader Joes,15.29,16.256666666666664,17.99,15.49,16.256666666666664,1.0637982264821961
1967,805082512,Walmart,14.6,15.14,17.11,14.7,15.3875,1.0150215514953365
1968,805082512,Wegmans,16.04,16.29,16.04,15.79,16.04,0.1767766952966369
1969,805082512,Whole Foods,1.99,1.99,1.99,1.99,1.99,0.0
1970,285195716,No Store,42.99,42.99,42.99,42.99,42.99,0.0
1971,285195716,Safeway,41.29,41.29,41.29,41.29,41.29,0.0
1972,285195716,Trader Joes,42.89,42.89,46.09,39.69,42.89,2.2627416997969543
1973,285195716,Walmart,40.675,40.675,43.72,37.63,40.675,2.1531401487130357
1974,285195716,Wegmans,41.09,41.69,41.09,40.49,41.09,0.424264068711927
1975,285195716,Whole Foods,1.99,45.49,51.29,32.92333333333334,32.92333333333334,19.05338989961279
1976,44276570,No Store,39.59,39.59,39.59,39.59,39.59,0.0
1977,44276570,Safeway,38.49,38.49,38.49,38.49,38.49,0.0
1978,44276570,Trader Joes,36.19,37.69,42.49,36.59,38.24,2.5144581921360323
1979,44276570,Walmart,34.43,35.86,40.3,36.86333333333333,36.86333333333333,2.164397529721992
1980,44276570,Wegmans,36.99,38.49,37.623333333333335,37.39,37.623333333333335,0.5492419017761362
1981,44276570,Whole Foods,1.99,41.99,21.990000000000002,21.990000000000002,21.990000000000002,14.142135623730953
1982,392781848,No Store,39.89,38.09,41.69,39.89,39.89,1.2727922061357835
1983,392781848,Safeway,36.59,36.790000000000006,36.790000000000006,36.99,36.790000000000006,0.141421356237309
1984,392781848,Trader Joes,37.38999999999999,36.19,40.79,35.19,37.38999999999999,2.1118712081942883
1985,392781848,Walmart,33.07,34.45,38.76,35.42666666666667,35.42666666666666,2.098741686503287
1986,392781848,Wegmans,35.49,36.99,36.123333333333335,35.89,36.123333333333335,0.5492419017761362
1987,392781848,Whole Foods,1.99,40.29,27.123333333333335,39.09,27.123333333333335,15.39680702829865
1988,73544548,Safeway,34.69,34.69,34.69,34.69,34.69,0.0
1989,73544548,Trader Joes,32.99,35.02333333333333,38.69,33.39,35.02333333333333,2.2498148071933968
1990,73544548,Walmart,31.36,32.64,36.72,31.64,33.09,2.149116097375849
1991,73544548,Wegmans,34.540000000000006,35.09,34.540000000000006,33.99,34.540000000000006,0.38890872965260165
1992,73544548,Whole Foods,1.99,38.19,20.09,20.09,20.09,12.79863273947651
1993,614290704,Safeway,37.49,37.64,37.64,37.79,37.64,0.10606601717798111
1994,614290704,Trader Joes,36.540000000000006,37.09,36.540000000000006,35.99,36.540000000000006,0.38890872965260165
1995,614290704,Walmart,33.81,35.86,39.67,34.1,35.86,2.3353907595946337
1996,614290704,Wegmans,37.239999999999995,37.79,37.239999999999995,36.69,37.239999999999995,0.38890872965260165
1997,614290704,Whole Foods,1.99,41.29,46.49,40.09,32.465,17.75843109624271
1998,256779462,Safeway,27.49,27.64,27.64,27.79,27.64,0.10606601717798238
1999,256779462,Trader Joes,28.59,28.59,30.69,26.49,28.59,1.4849242404917509
2000,256779462,Walmart,26.74,25.93,29.12,25.17,26.740000000000002,1.4820087719038644
2001,256779462,Wegmans,27.39,27.79,27.39,26.99,27.39,0.2828427124746193
2002,256779462,Whole Foods,1.99,30.29,16.14,16.14,16.14,10.005560953789647
2003,514730047,Safeway,42.69,42.94,42.94,43.19,42.94,0.1767766952966369
2004,514730047,Trader Joes,41.69,42.29,41.69,41.09,41.69,0.424264068711927
2005,514730047,Walmart,41.483333333333334,40.17,45.24,39.04,41.483333333333334,2.334912560818214
2006,514730047,Wegmans,41.49,43.19,42.19,41.89,42.19,0.6284902544988252
2007,514730047,Whole Foods,1.99,27.540000000000003,53.09,27.540000000000003,27.540000000000003,18.06657825931629
2008,649976289,No Store,5.09,5.09,5.09,5.09,5.09,0.0
2009,649976289,Safeway,4.89,4.89,4.89,4.89,4.89,0.0
2010,649976289,Trader Joes,4.59,4.640000000000001,4.640000000000001,4.69,4.640000000000001,0.03535533905932756
2011,649976289,Walmart,4.816666666666666,4.66,5.26,4.53,4.816666666666666,0.27534826432477577
2012,649976289,Wegmans,4.84,4.89,4.84,4.79,4.84,0.03535533905932725
2013,976976235,No Store,63.64,60.79,66.49,63.64,63.63999999999999,2.015254326381659
2014,976976235,Safeway,58.39,68.49,61.95666666666667,58.99,61.95666666666666,4.006453127975747
2015,976976235,Trader Joes,55.49,55.790000000000006,55.790000000000006,56.09,55.790000000000006,0.21213203435596475
2016,976976235,Walmart,58.34,54.87,61.81,58.34,58.34,2.453660530717322
2017,976976235,Wegmans,58.14,58.99,58.14,57.29,58.14,0.6010407640085664
2018,976976235,Whole Foods,1.99,45.656666666666666,72.49,62.49,45.656666666666666,26.97298030746077
2019,451469731,No Store,52.79,52.79,52.79,52.79,52.79,0.0
2020,451469731,Safeway,51.29,51.29,51.29,51.29,51.29,0.0
2021,451469731,Trader Joes,52.69,52.69,56.59,48.79,52.69,2.7577164466275366
2022,451469731,Walmart,49.24666666666667,47.63,53.77,46.34,49.24666666666667,2.807261417585948
2023,451469731,Wegmans,50.54,51.29,50.54,49.79,50.54,0.5303300858899106
2024,451469731,Whole Foods,1.99,55.89,28.94,28.94,28.94,19.056527752977455
2025,789649867,No Store,50.69,50.69,50.69,50.69,50.69,0.0
2026,789649867,Safeway,48.69,48.94,48.94,49.19,48.94,0.1767766952966369
2027,789649867,Trader Joes,50.54,50.54,54.29,46.79,50.54,2.6516504294495533
2028,789649867,Walmart,51.5,51.5,51.5,51.5,51.5,0.0
2029,789649867,Wegmans,47.29,49.19,48.239999999999995,48.239999999999995,48.239999999999995,0.6717514421272196
2030,789649867,Whole Foods,1.99,53.69,60.49,38.723333333333336,38.723333333333336,22.62259195288344
2031,242743338,No Store,46.29,46.29,46.29,46.29,46.29,0.0
2032,242743338,Safeway,44.49,44.69,44.69,44.89,44.69,0.141421356237309
2033,242743338,Trader Joes,42.29,42.489999999999995,42.489999999999995,42.69,42.489999999999995,0.141421356237309
2034,242743338,Walmart,47.16,47.16,47.16,47.16,47.16,0.0
2035,242743338,Wegmans,43.19,44.89,43.89000000000001,43.59,43.89,0.6284902544988272
2036,242743338,Whole Foods,1.99,48.99,55.19,47.59,38.440000000000005,21.23787889597264
2037,574169049,Safeway,14.59,14.69,14.69,14.79,14.69,0.0707106781186545
2038,574169049,Trader Joes,14.923333333333334,14.49,16.29,13.99,14.923333333333334,0.8553751613570889
2039,574169049,Walmart,13.27,13.7,15.51,13.34,13.954999999999998,0.9124828765516644
2040,574169049,Wegmans,14.54,14.79,14.54,14.29,14.54,0.1767766952966369
2041,574169049,Whole Foods,1.99,16.09,18.09,15.59,12.940000000000001,6.390813719707373
2042,416414679,No Store,31.34,29.89,32.79,31.34,31.34,1.0253048327204934
2043,416414679,Safeway,28.79,28.939999999999998,28.939999999999998,29.09,28.939999999999998,0.10606601717798238
2044,416414679,Trader Joes,27.39,28.49,32.09,27.69,28.915,1.8766659265836327
2045,416414679,Walmart,27.930000000000003,27.01,30.54,26.24,27.930000000000003,1.6213111977655614
2046,416414679,Wegmans,28.64,29.09,28.64,28.19,28.64,0.31819805153394587
2047,416414679,Whole Foods,1.99,22.823333333333334,35.69,30.79,22.823333333333334,12.874846277399458
2048,271202170,No Store,32.99,32.99,32.99,32.99,32.99,0.0
2049,271202170,Safeway,31.69,31.89,31.89,32.09,31.89,0.14142135623731025
2050,271202170,Trader Joes,30.49,30.49,30.49,30.49,30.49,0.0
2051,271202170,Walmart,28.67,31.155,33.64,31.155,31.155,1.7571603512485703
2052,271202170,Wegmans,31.590000000000003,32.09,31.590000000000003,31.09,31.590000000000003,0.353553390593275
2053,271202170,Whole Foods,1.99,34.99,39.39,25.456666666666667,25.45666666666667,14.454295785913152
2054,641206219,Safeway,20.69,20.69,20.69,20.69,20.69,0.0
2055,641206219,Trader Joes,21.490000000000002,21.490000000000002,23.09,19.89,21.490000000000002,1.1313708498984758
2056,641206219,Walmart,21.97,21.97,21.97,21.97,21.97,0.0
2057,641206219,Wegmans,20.09,20.99,20.456666666666663,20.29,20.456666666666663,0.33416562759605656
2058,641206219,Whole Foods,1.99,22.79,25.69,16.823333333333334,16.82333333333333,9.14120706836174
2059,783399454,Safeway,31.19,36.59,33.123333333333335,31.59,33.123333333333335,2.127596452964394
2060,783399454,Trader Joes,32.39,32.39,34.79,29.99,32.39,1.6970562748477143
2061,783399454,Walmart,28.25,29.35,33.17,30.25666666666667,30.256666666666668,1.8259426789104494
2062,783399454,Wegmans,30.29,31.59,30.823333333333334,30.59,30.823333333333334,0.4813176359397886
2063,783399454,Whole Foods,1.99,34.39,23.25666666666667,33.39,23.256666666666668,13.027918738872556
2064,60912855,No Store,52.89,52.89,52.89,52.89,52.89,0.0
2065,60912855,Safeway,50.79,51.09,51.09,51.39,51.09,0.21213203435596475
2066,60912855,Trader Joes,48.39,50.29,56.69,51.79,51.79,3.0748983723043586
2067,60912855,Walmart,45.93,47.73,53.87,46.36,48.4725,3.1863488117279304
2068,60912855,Wegmans,49.79,49.79,49.79,49.79,49.79,0.0
2069,60912855,Whole Foods,1.99,55.99,63.09,40.35666666666666,40.35666666666667,23.628408043426596
2070,105664025,No Store,23.49,23.49,23.49,23.49,23.49,0.0
2071,105664025,Safeway,22.49,22.49,22.49,22.49,22.49,0.0
2072,105664025,Trader Joes,21.990000000000002,22.29,21.990000000000002,21.69,21.990000000000002,0.2121320343559635
2073,105664025,Walmart,21.900000000000002,21.26,23.9,20.54,21.900000000000002,1.2509196616889506
2074,105664025,Wegmans,22.439999999999998,22.79,22.439999999999998,22.09,22.439999999999998,0.24748737341529137
2075,105664025,Whole Foods,1.99,24.79,27.99,18.256666666666664,18.256666666666668,10.025301325479782
2076,864128161,Safeway,4.39,4.39,4.39,4.39,4.39,0.0
2077,864128161,Trader Joes,4.19,4.29,4.89,4.19,4.39,0.29154759474226477
2078,864128161,Walmart,4.405,4.15,4.66,4.405,4.405,0.18031222920256954
2079,864128161,Wegmans,4.34,4.39,4.34,4.29,4.34,0.03535533905932725
2080,864128161,Whole Foods,1.99,4.79,3.39,3.39,3.3899999999999997,0.9899494936611666
2081,300970093,Safeway,30.09,35.29,31.923333333333336,30.39,31.923333333333332,2.064380455891468
2082,300970093,Trader Joes,28.59,28.740000000000002,28.740000000000002,28.89,28.740000000000002,0.10606601717798238
2083,300970093,Walmart,27.21,28.35,31.93,27.45,28.735,1.8929540406465233
2084,300970093,Wegmans,29.19,30.39,29.689999999999998,29.49,29.69,0.4415880433163924
2085,300970093,Whole Foods,1.99,33.19,37.39,24.189999999999998,24.189999999999998,13.675525584049778
2086,451026029,No Store,38.79,38.79,38.79,38.79,38.79,0.0
2087,451026029,Safeway,37.59,37.59,37.59,37.59,37.59,0.0
2088,451026029,Trader Joes,38.69,38.69,41.59,35.79,38.69,2.050609665440989
2089,451026029,Walmart,33.65,35.01,39.44,36.03333333333333,36.03333333333333,2.140844848807747
2090,451026029,Wegmans,36.19,37.59,36.75666666666667,36.49,36.75666666666667,0.5212165257037314
2091,451026029,Whole Foods,1.99,40.99,27.590000000000003,39.79,27.590000000000003,15.68247429457482
2092,160430177,No Store,64.39,61.49,67.29,64.39,64.39,2.050609665440989
2093,160430177,Safeway,59.09,59.09,59.09,59.09,59.09,0.0
2094,160430177,Trader Joes,57.64,58.49,57.64,56.79,57.64,0.6010407640085664
2095,160430177,Walmart,53.3,55.53,62.51,53.84,56.295,3.6813210943898924
2096,160430177,Wegmans,57.39,59.69,58.32333333333333,57.89,58.32333333333333,0.8553751613570882
2097,160430177,Whole Foods,67.22333333333333,65.09,73.39,63.19,67.22333333333333,3.8355790523292135
2098,894764703,Safeway,25.29,29.59,27.439999999999998,27.439999999999998,27.439999999999998,1.5202795795510775
2099,894764703,Trader Joes,26.240000000000002,26.240000000000002,28.19,24.29,26.240000000000002,1.3788582233137683
2100,894764703,Walmart,25.235,23.76,26.71,25.235,25.235000000000003,1.0429825022501573
2101,894764703,Wegmans,25.14,25.49,25.14,24.79,25.139999999999997,0.24748737341529137
2102,894764703,Whole Foods,1.99,27.79,14.889999999999999,14.889999999999999,14.889999999999999,9.121677477306463
2103,930355523,No Store,14.34,13.69,14.99,14.34,14.34,0.45961940777125615
2104,930355523,Safeway,13.19,15.39,13.956666666666665,13.29,13.956666666666665,0.8784455968736298
2105,930355523,Trader Joes,12.49,12.99,12.723333333333334,12.69,12.723333333333334,0.17795130420052188
2106,930355523,Walmart,11.91,12.42,13.96,12.763333333333334,12.763333333333334,0.7546632803222024
2107,930355523,Wegmans,12.79,13.29,11.723333333333334,9.09,11.723333333333333,1.6222412479858432
2108,930355523,Whole Foods,1.99,14.49,10.19,14.09,10.19,5.023445033042564
2109,690392986,Safeway,45.89,45.89,45.89,45.89,45.89,0.0
2110,690392986,Trader Joes,43.59,43.59,43.59,43.59,43.59,0.0
2111,690392986,Walmart,45.36,42.67,48.05,45.36,45.36,1.9021172413918113
2112,690392986,Wegmans,45.19,45.89,45.19,44.49,45.19,0.49497474683058273
2113,690392986,Whole Foods,1.99,49.99,56.39,36.123333333333335,36.123333333333335,21.02443023405549
2114,839680734,Safeway,30.39,30.54,30.54,30.69,30.54,0.10606601717798238
2115,839680734,Trader Joes,31.54,31.54,33.89,29.19,31.54,1.6617009357883865
2116,839680734,Walmart,29.985,29.985,32.26,27.71,29.985,1.6086679271993947
2117,839680734,Wegmans,29.49,30.69,29.99,29.79,29.99,0.4415880433163934
2118,839680734,Whole Foods,1.99,33.49,17.740000000000002,17.740000000000002,17.740000000000002,11.136931803688125
2119,332493471,No Store,34.09,34.09,34.09,34.09,34.09,0.0
2120,332493471,Safeway,29.89,30.04,30.04,30.19,30.04,0.10606601717798238
2121,332493471,Trader Joes,31.04,31.04,33.39,28.69,31.04,1.6617009357883865
2122,332493471,Walmart,27.07,28.16,31.62,28.95,28.95,1.6798363015484576
2123,332493471,Whole Foods,1.99,32.89,17.44,17.44,17.44,10.924799769332159
2124,627807402,No Store,27.29,27.29,27.29,27.29,27.29,0.0
2125,627807402,Safeway,23.99,24.09,24.09,24.19,24.09,0.07071067811865576
2126,627807402,Trader Joes,22.79,23.69,23.156666666666666,22.99,23.156666666666666,0.334165627596058
2127,627807402,Walmart,23.24333333333333,22.57,25.32,21.84,23.243333333333332,1.2976196155525188
2128,627807402,Wegmans,23.19,24.19,23.623333333333335,23.49,23.623333333333335,0.3628590176179543
2129,627807402,Whole Foods,1.99,26.39,29.69,25.59,20.915,11.033896637181266
2130,99830442,No Store,59.69,59.69,59.69,59.69,59.69,0.0
2131,99830442,Safeway,57.29,67.29,60.823333333333345,57.89,60.82333333333334,3.965686153324124
2132,99830442,Trader Joes,58.623333333333335,56.79,63.99,55.09,58.623333333333335,3.3409080601936156
2133,99830442,Walmart,51.71,53.82,60.73,52.33,54.647499999999994,3.5944844901598882
2134,99830442,Wegmans,57.04,57.89,57.04,56.19,57.03999999999999,0.6010407640085664
2135,99830442,Whole Foods,1.99,63.19,42.156666666666666,61.29,42.156666666666666,24.606130672388673
2136,19911643,No Store,34.69,34.69,34.69,34.69,34.69,0.0
2137,19911643,Safeway,30.69,30.69,30.69,30.69,30.69,0.0
2138,19911643,Trader Joes,28.99,30.09,33.99,29.19,30.565,2.020365066021486
2139,19911643,Walmart,27.56,28.64,32.23,27.73,29.04,1.886968468205019
2140,19911643,Wegmans,29.79,29.79,29.79,29.79,29.79,0.0
2141,19911643,Whole Foods,1.99,33.49,22.69,32.59,22.690000000000005,12.680102523244836
2142,340260209,No Store,48.69,48.69,48.69,48.69,48.69,0.0
2143,340260209,Safeway,42.69,42.94,42.94,43.19,42.94,0.1767766952966369
2144,340260209,Trader Joes,40.59,40.84,40.84,41.09,40.84,0.1767766952966369
2145,340260209,Walmart,41.446666666666665,40.17,45.22,38.95,41.44666666666667,2.350599214384847
2146,340260209,Wegmans,42.54,43.19,42.54,41.89,42.54,0.4596194077712549
2147,340260209,Whole Foods,1.99,47.09,53.09,34.05666666666667,34.05666666666667,19.75099153629171
2148,538783344,No Store,50.79,50.79,50.79,50.79,50.79,0.0
2149,538783344,Safeway,48.79,49.04,49.04,49.29,49.04,0.1767766952966369
2150,538783344,Trader Joes,46.89,46.89,46.89,46.89,46.89,0.0
2151,538783344,Walmart,44.07,46.78,51.7,44.57,46.78,3.0180540087944094
2152,538783344,Wegmans,47.89,47.89,47.89,47.89,47.89,0.0
2153,538783344,Whole Foods,1.99,53.79,27.89,27.89,27.89,18.31406563273158
2154,852479948,Safeway,18.99,22.29,20.156666666666666,19.19,20.156666666666666,1.308306793786024
2155,852479948,Trader Joes,18.09,19.156666666666666,21.19,18.19,19.156666666666666,1.2456591294036532
2156,852479948,Walmart,17.14,17.84,20.17,17.32,18.1175,1.2125670084576776
2157,852479948,Wegmans,18.89,19.19,18.89,18.59,18.89,0.21213203435596475
2158,852479948,Whole Foods,1.99,20.89,23.59,15.49,15.49,8.321958904008119
2159,152181269,Safeway,40.49,40.69,40.69,40.89,40.69,0.141421356237309
2160,152181269,Trader Joes,38.49,38.69,38.69,38.89,38.69,0.141421356237309
2161,152181269,Walmart,39.935,39.935,42.9,36.97,39.935,2.0965716062181134
2162,152181269,Wegmans,40.29,40.89,40.29,39.69,40.28999999999999,0.4242640687119295
2163,152181269,Whole Foods,1.99,44.59,29.956666666666667,43.29,29.956666666666667,17.132182192198012
2164,371212986,Safeway,2.89,2.9400000000000004,2.9400000000000004,2.99,2.9400000000000004,0.03535533905932741
2165,371212986,Trader Joes,2.79,2.79,2.79,2.79,2.79,0.0
2166,371212986,Walmart,2.89,2.81,3.14,2.72,2.89,0.15636495771111888
2167,371212986,Wegmans,2.9400000000000004,2.99,2.9400000000000004,2.89,2.94,0.03535533905932741
2168,371212986,Whole Foods,1.99,3.19,3.59,2.9233333333333333,2.9233333333333333,0.5887840577551897
2169,62563085,No Store,49.69,49.69,49.69,49.69,49.69,0.0
2170,62563085,Safeway,47.69,47.94,47.94,48.19,47.94,0.1767766952966369
